DateKey,Date,weekday_name,month_name,month_num,quarter_position,year_num,semester
20121103,2012-11-03,Saturday,November,11,4,2012,2
20121104,2012-11-04,Sunday,November,11,4,2012,2
20121105,2012-11-05,Monday,November,11,4,2012,2
20121106,2012-11-06,Tuesday,November,11,4,2012,2
20121107,2012-11-07,Wednesday,November,11,4,2012,2
20121108,2012-11-08,Thursday,November,11,4,2012,2
20121109,2012-11-09,Friday,November,11,4,2012,2
20121110,2012-11-10,Saturday,November,11,4,2012,2
20121111,2012-11-11,Sunday,November,11,4,2012,2
20121112,2012-11-12,Monday,November,11,4,2012,2
20121113,2012-11-13,Tuesday,November,11,4,2012,2
20121114,2012-11-14,Wednesday,November,11,4,2012,2
20121115,2012-11-15,Thursday,November,11,4,2012,2
20121116,2012-11-16,Friday,November,11,4,2012,2
20121117,2012-11-17,Saturday,November,11,4,2012,2
20121118,2012-11-18,Sunday,November,11,4,2012,2
20121119,2012-11-19,Monday,November,11,4,2012,2
20121120,2012-11-20,Tuesday,November,11,4,2012,2
20121121,2012-11-21,Wednesday,November,11,4,2012,2
20121122,2012-11-22,Thursday,November,11,4,2012,2
20121123,2012-11-23,Friday,November,11,4,2012,2
20121124,2012-11-24,Saturday,November,11,4,2012,2
20121125,2012-11-25,Sunday,November,11,4,2012,2
20121126,2012-11-26,Monday,November,11,4,2012,2
20121127,2012-11-27,Tuesday,November,11,4,2012,2
20121128,2012-11-28,Wednesday,November,11,4,2012,2
20121129,2012-11-29,Thursday,November,11,4,2012,2
20121130,2012-11-30,Friday,November,11,4,2012,2
20121201,2012-12-01,Saturday,December,12,4,2012,2
20121202,2012-12-02,Sunday,December,12,4,2012,2
20121203,2012-12-03,Monday,December,12,4,2012,2
20121204,2012-12-04,Tuesday,December,12,4,2012,2
20121205,2012-12-05,Wednesday,December,12,4,2012,2
20121206,2012-12-06,Thursday,December,12,4,2012,2
20121207,2012-12-07,Friday,December,12,4,2012,2
20121208,2012-12-08,Saturday,December,12,4,2012,2
20121209,2012-12-09,Sunday,December,12,4,2012,2
20121210,2012-12-10,Monday,December,12,4,2012,2
20121211,2012-12-11,Tuesday,December,12,4,2012,2
20121212,2012-12-12,Wednesday,December,12,4,2012,2
20121213,2012-12-13,Thursday,December,12,4,2012,2
20121214,2012-12-14,Friday,December,12,4,2012,2
20121215,2012-12-15,Saturday,December,12,4,2012,2
20121216,2012-12-16,Sunday,December,12,4,2012,2
20121217,2012-12-17,Monday,December,12,4,2012,2
20121218,2012-12-18,Tuesday,December,12,4,2012,2
20121219,2012-12-19,Wednesday,December,12,4,2012,2
20121220,2012-12-20,Thursday,December,12,4,2012,2
20121221,2012-12-21,Friday,December,12,4,2012,2
20121222,2012-12-22,Saturday,December,12,4,2012,2
20121223,2012-12-23,Sunday,December,12,4,2012,2
20121224,2012-12-24,Monday,December,12,4,2012,2
20121225,2012-12-25,Tuesday,December,12,4,2012,2
20121226,2012-12-26,Wednesday,December,12,4,2012,2
20121227,2012-12-27,Thursday,December,12,4,2012,2
20121228,2012-12-28,Friday,December,12,4,2012,2
20121229,2012-12-29,Saturday,December,12,4,2012,2
20121230,2012-12-30,Sunday,December,12,4,2012,2
20121231,2012-12-31,Monday,December,12,4,2012,2
